Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker buy base asset volume,Taker buy quote asset volume
2020-09-12,3.3967,3.47,3.1494,3.3316,1161542.47,1599955199999000000,3845112.025727,14476,555663.3,1842564.180668
2020-09-13,3.3386,3.47,2.9838,3.2603,2024779.41,1600041599999000000,6528375.660923,27152,871294.02,2819238.849317
2020-09-14,3.2656,3.5393,3.0752,3.2641,3351649.61,1600127999999000000,11170955.417119,53540,1671479.97,5589901.330571
2020-09-15,3.264,3.3249,2.8955,2.9295,1698391.09,1600214399999000000,5332430.834567,28139,671971.67,2114488.256676
2020-09-16,2.9288,2.9293,2.4282,2.5327,4886766.99,1600300799999000000,12739762.363066,52638,1895992.58,4948031.680855
2020-09-17,2.5376,2.9389,2.36,2.8829,4635747.31,1600387199999000000,12078123.514301,50561,2337316.53,6112225.624238
2020-09-18,2.883,3.16,2.726,3.1144,4169446.23,1600473599999000000,12294993.323244,49597,2127089.2,6283795.836967
2020-09-19,3.1084,3.2545,2.9564,3.031,1586219.86,1600559999999000000,4884899.265676,23707,799968.39,2467075.797405
2020-09-20,3.0216,3.0319,2.7,2.8628,1456628.58,1600646399999000000,4183733.720404,19133,620427.02,1786109.987793
2020-09-21,2.8628,3.0397,2.4689,2.7672,3567879.31,1600732799999000000,9634412.017789,45379,1721714.67,4642466.955583
2020-09-22,2.7571,3.0107,2.65,2.9082,3416786.33,1600819199999000000,9798314.273441,46943,1734855.56,4980218.648734
2020-09-23,2.9184,3.09,2.7001,2.8548,2762150.96,1600905599999000000,7980465.497946,34471,1405077.92,4075042.888492
2020-09-24,2.855,3.2571,2.7804,3.1433,2983701.04,1600991999999000000,9088676.27259,37434,1621531.93,4936106.601272
2020-09-25,3.1409,3.2766,2.9003,3.1937,2447843.22,1601078399999000000,7516842.110046,30447,1162454.55,3567954.000704
2020-09-26,3.185,3.25,3.03,3.1287,1357018.72,1601164799999000000,4232119.885692,19471,645639.17,2016567.269921
2020-09-27,3.1292,3.1857,2.9819,3.1578,983815.86,1601251199999000000,3052809.12141,13547,495458.24,1540901.263297
2020-09-28,3.1557,3.2109,2.908,2.9599,1306134.15,1601337599999000000,3987560.497313,17608,494804.02,1516284.666516
2020-09-29,2.9549,3.027,2.8735,2.9505,950875.56,1601423999999000000,2801168.419802,12547,438369.42,1290439.847228
2020-09-30,2.9447,2.9838,2.8228,2.8967,722757.83,1601510399999000000,2099223.900761,9631,313432.53,911664.633051
2020-10-01,2.8967,2.9889,2.65,2.8669,1373061.59,1601596799999000000,3893342.82485,16798,595327.14,1692229.474861
2020-10-02,2.8667,2.8873,2.42,2.6232,2788493.11,1601683199999000000,7275003.798862,26532,1307596.33,3422122.456032
2020-10-03,2.6231,2.6708,2.5356,2.5439,547025.23,1601769599999000000,1435302.238821,6342,251124.92,659738.455675
2020-10-04,2.542,2.5898,2.42,2.5202,765399.21,1601855999999000000,1911132.616223,8690,330605.85,826124.522533
2020-10-05,2.5181,2.683,2.4561,2.6522,912587.17,1601942399999000000,2349406.462249,10397,490424.25,1260469.596402
2020-10-06,2.6486,2.6604,2.13,2.174,1784025.33,1602028799999000000,4217794.484588,15210,780760.97,1849835.0088
2020-10-07,2.1721,2.4083,2.081,2.3005,2087951.2,1602115199999000000,4681013.952151,14780,955202.82,2146601.93211
2020-10-08,2.3001,2.4569,2.0123,2.3638,2759189.94,1602201599999000000,6159554.618655,22492,1422001.18,3185687.421394
2020-10-09,2.3686,2.63,2.303,2.5314,1878523.79,1602287999999000000,4668501.519986,19298,931717.29,2313924.547195
2020-10-10,2.5274,2.6056,2.3873,2.3999,1278940.27,1602374399999000000,3208987.720961,13855,539604.44,1353174.462273
2020-10-11,2.3988,2.4607,2.3401,2.4227,898764.08,1602460799999000000,2160332.631941,9182,421043.55,1012506.150964
2020-10-12,2.4228,2.7044,2.4132,2.5836,2155387.01,1602547199999000000,5542124.89453,20035,1220066.62,3135514.502161
2020-10-13,2.5826,2.5867,2.336,2.4062,1951031.1,1602633599999000000,4782866.497653,19501,838059.6,2057570.901357
2020-10-14,2.4061,2.4424,2.2331,2.3107,1125385.85,1602719999999000000,2631151.893218,11891,470550.03,1104041.844619
2020-10-15,2.3108,2.3485,2.1932,2.2682,754909.09,1602806399999000000,1711559.856295,8038,291515.98,662245.7327
2020-10-16,2.2648,2.269,2.1071,2.1398,1546650.13,1602892799999000000,3372968.587202,16129,692466.44,1512297.369174
2020-10-17,2.1374,2.2462,2.1107,2.2053,482249.55,1602979199999000000,1058101.061082,5450,229039.3,502570.10981
2020-10-18,2.2031,2.2595,2.1763,2.215,478921.26,1603065599999000000,1061887.097601,5044,200173.53,444254.854534
2020-10-19,2.2137,2.2148,2.05,2.0592,909217.19,1603151999999000000,1903930.178309,9244,427766.85,895784.977168
2020-10-20,2.0552,2.108,1.8401,1.885,1933167.04,1603238399999000000,3745710.468754,17172,846647.34,1640259.749337
2020-10-21,1.8873,2.11,1.8415,1.8887,3222724.75,1603324799999000000,6268421.040971,27731,1534139.25,2986840.053385
2020-10-22,1.8868,2.09,1.8481,1.9582,1624778.09,1603411199999000000,3222019.146192,15518,811626.95,1611410.692047
2020-10-23,1.9566,1.9902,1.85,1.959,1559992.35,1603497599999000000,3003774.15618,14300,798355.5,1541482.26762
2020-10-24,1.9652,1.973,1.88,1.9142,748093.83,1603583999999000000,1442961.135641,7136,330710.09,638792.310095
2020-10-25,1.9175,1.9244,1.76,1.7926,1365865.99,1603670399999000000,2529847.695912,12507,529076.39,979735.830227
2020-10-26,1.7925,1.8685,1.6121,1.6799,2021871.84,1603756799999000000,3511995.568414,18268,931978.07,1626153.785011
2020-10-27,1.6771,1.75,1.5906,1.711,2591150.26,1603843199999000000,4356307.68907,18450,1218749.23,2052575.269742
2020-10-28,1.7084,1.7255,1.4508,1.518,3354618.28,1603929599999000000,5216558.27784,24005,1470357.41,2286343.751064
2020-10-29,1.5166,1.5754,1.4148,1.4327,1233628.05,1604015999999000000,1842933.592142,9134,576748.09,863067.540262
2020-10-30,1.4328,1.4726,1.3163,1.4381,1401628.09,1604102399999000000,1968214.125436,9225,613805.85,862774.013682
2020-10-31,1.4383,1.558,1.4266,1.5497,851989.58,1604188799999000000,1279143.701258,8029,424555.62,638420.705702
2020-11-01,1.5497,1.6463,1.5137,1.608,960664.24,1604275199999000000,1513803.241013,6949,487341.32,768604.503515
2020-11-02,1.6076,1.6432,1.4621,1.4738,867738.07,1604361599999000000,1329879.298246,5291,404404.21,620514.899573
2020-11-03,1.4729,1.484,1.4062,1.4118,983164.88,1604447999999000000,1417472.23241,6306,408887.8,590290.062422
2020-11-04,1.4123,1.4144,1.2733,1.3912,2560523.86,1604534399999000000,3469939.628607,12910,1263594.11,1712213.135554
2020-11-05,1.3895,1.4928,1.3,1.4007,1598492.56,1604620799999000000,2248173.921394,10773,778161.42,1095817.737605
2020-11-06,1.403,1.9482,1.3946,1.9,3846546.9,1604707199999000000,6594074.177594,25259,2095412.56,3593150.256705
2020-11-07,1.9069,2.4975,1.8276,2.0215,8862610.63,1604793599999000000,18925496.085891,68805,4670816.37,9999045.008058
2020-11-08,2.0264,2.2825,1.9608,2.1558,4800345.92,1604879999999000000,10113462.920695,35673,2460793.33,5192215.234221
2020-11-09,2.1515,2.1991,1.9456,2.0299,3050443.52,1604966399999000000,6301466.475163,23122,1507068.95,3119489.103581
2020-11-10,2.0383,2.3257,2.008,2.2661,2119423.36,1605052799999000000,4643502.147985,16744,1138155.29,2494659.699411
2020-11-11,2.2665,2.3,1.9673,2.0,1863686.19,1605139199999000000,3969960.469142,15371,815224.57,1739080.573556
2020-11-12,2.0,2.06,1.825,1.9089,1522310.89,1605225599999000000,2966665.838018,11688,680734.91,1329464.867015
2020-11-13,1.9089,2.0808,1.8997,2.0141,1595684.08,1605311999999000000,3182612.615469,11304,803036.62,1601671.484282
2020-11-14,2.0222,2.0374,1.869,1.9182,1191847.42,1605398399999000000,2317159.52727,9435,521401.13,1014130.619029
2020-11-15,1.9204,2.218,1.9133,2.0407,3348186.49,1605484799999000000,7009325.761049,37547,1742196.14,3651628.338686
2020-11-16,2.039,2.37,1.9858,2.2626,3192029.56,1605571199999000000,7162125.476854,37939,1704888.56,3834378.904927
2020-11-17,2.2665,2.33,2.125,2.1998,2311120.85,1605657599999000000,5142151.686803,29860,1128083.75,2511938.673677
2020-11-18,2.1962,2.2173,2.0001,2.1153,2054379.16,1605743999999000000,4318166.297843,24685,921238.33,1937611.357899
2020-11-19,2.1122,2.1848,2.0136,2.085,1391861.95,1605830399999000000,2921103.665305,18220,692709.51,1453704.150266
2020-11-20,2.0841,2.2387,2.0521,2.1033,1589414.51,1605916799999000000,3421570.60394,21247,757221.95,1630731.786997
2020-11-21,2.0999,2.51,2.0351,2.3822,2963489.5,1606003199999000000,6792951.294501,39232,1571901.84,3611536.696239
2020-11-22,2.3825,2.4201,2.04,2.1514,2448127.25,1606089599999000000,5384096.526709,33994,1119236.84,2469790.030015
2020-11-23,2.161,2.3635,2.112,2.2786,2094160.76,1606175999999000000,4728024.575351,30597,1054919.11,2386972.314176
2020-11-24,2.2786,2.4731,2.1338,2.2823,3534792.04,1606262399999000000,8099789.005977,48091,1810103.56,4159510.468269
2020-11-25,2.2795,2.49,2.1703,2.2661,3597681.61,1606348799999000000,8395020.403142,49027,1797578.53,4195022.937335
2020-11-26,2.2653,2.3101,1.7212,1.9111,6803274.72,1606435199999000000,13120752.286015,65661,3149151.24,6060013.120219
2020-11-27,1.9117,2.04,1.7694,1.861,1802241.32,1606521599999000000,3400282.056161,26159,918887.27,1737437.379091
2020-11-28,1.8644,1.94,1.8016,1.8868,1381390.77,1606607999999000000,2587763.391607,19596,673740.88,1260758.45829
2020-11-29,1.8858,1.947,1.85,1.9153,862711.64,1606694399999000000,1640192.465796,12732,402962.29,765176.445058
2020-11-30,1.9184,2.0182,1.9034,1.9665,1094620.01,1606780799999000000,2153816.628444,16484,529329.35,1041629.687266
2020-12-01,1.9641,2.1404,1.9168,1.9738,2102911.64,1606867199999000000,4264962.987415,28459,945313.46,1919066.077364
2020-12-02,1.9702,2.2098,1.9333,2.1209,2203748.48,1606953599999000000,4622524.291342,30536,1145169.55,2405446.31824
2020-12-03,2.119,2.2279,2.074,2.0967,3182362.33,1607039999999000000,6879026.850462,35011,1593558.08,3450275.352983
2020-12-04,2.0967,2.1123,1.836,1.8535,1424943.39,1607126399999000000,2831580.005419,22048,544808.26,1083720.43451
2020-12-05,1.8507,1.983,1.82,1.9795,1087998.4,1607212799999000000,2064360.949696,16814,526602.61,999685.610208
2020-12-06,1.9795,1.9907,1.7956,1.8505,1125736.37,1607299199999000000,2103758.729584,15434,551204.72,1030212.729277
2020-12-07,1.8515,1.899,1.8088,1.8272,962743.7,1607385599999000000,1782235.426144,10812,492102.73,912130.269483
2020-12-08,1.8301,1.8301,1.6211,1.6631,2296665.59,1607471999999000000,3952989.975303,24540,1167637.3,2008633.538154
2020-12-09,1.66,1.6777,1.5,1.6592,2093499.32,1607558399999000000,3356724.798495,21966,901840.97,1447636.485883
2020-12-10,1.6599,1.6664,1.5395,1.5683,1061425.89,1607644799999000000,1690563.374839,13882,504168.1,802192.263691
2020-12-11,1.5739,1.5774,1.4328,1.4389,1429080.75,1607731199999000000,2118546.038527,18371,671569.2,994477.027733
2020-12-12,1.4368,1.5382,1.4366,1.4912,1423640.73,1607817599999000000,2138974.439021,18488,621218.74,932275.615584
2020-12-13,1.4909,1.7,1.4578,1.5701,1749534.43,1607903999999000000,2750609.24284,21708,810044.93,1275662.325975
2020-12-14,1.5651,1.6253,1.5224,1.5946,1503571.44,1607990399999000000,2364778.817184,19860,738743.62,1163920.74743
2020-12-15,1.594,1.8039,1.5875,1.7586,3562068.86,1608076799999000000,6137279.761818,42721,1797556.42,3092999.475474
2020-12-16,1.7577,1.7919,1.6025,1.7829,3098111.32,1608163199999000000,5244157.926672,34965,1433511.89,2428119.08569
2020-12-17,1.78,1.8064,1.6382,1.68,2528060.41,1608249599999000000,4361515.596146,32457,1199898.97,2072016.582721
2020-12-18,1.6769,1.7077,1.6307,1.7014,1127224.49,1608335999999000000,1881531.610429,17837,507626.91,847600.74398
2020-12-19,1.6987,1.7677,1.6595,1.6707,1332107.96,1608422399999000000,2284718.058379,16842,640690.13,1099703.543133
2020-12-20,1.6706,1.6889,1.521,1.5635,1368277.59,1608508799999000000,2205354.887547,17088,612717.82,987714.973556
2020-12-21,1.5605,1.62,1.49,1.5331,1265977.95,1608595199999000000,1962929.509565,16182,625255.37,970772.032127
2020-12-22,1.5354,1.5799,1.47,1.49,2035459.3,1608681599999000000,3101990.178312,25013,985835.09,1506329.806366
2020-12-23,1.49,1.5126,1.0301,1.198,4351555.9,1608767999999000000,5671452.635849,41795,1910917.46,2477181.311492
2020-12-24,1.1987,1.3888,1.1652,1.3612,1784967.07,1608854399999000000,2284843.158139,25172,901826.0,1154667.475392
2020-12-25,1.3641,1.4599,1.3417,1.4464,1391332.89,1608940799999000000,1960791.34808,19273,654485.21,923164.394953
2020-12-26,1.4488,1.4497,1.3118,1.3258,912192.33,1609027199999000000,1249352.525031,14371,432672.84,593174.580297
2020-12-27,1.324,1.417,1.2616,1.3037,2170898.45,1609113599999000000,2890460.602484,30907,1053054.41,1404682.001014
2020-12-28,1.3041,1.5223,1.2867,1.5172,2158620.57,1609199999999000000,3054831.73762,29820,1148122.77,1628257.971551
2020-12-29,1.5187,1.735,1.4388,1.6704,4870104.61,1609286399999000000,7729613.894394,62766,2455411.27,3901035.236882
2020-12-30,1.6734,1.6903,1.5235,1.535,2171296.28,1609372799999000000,3448579.364743,31800,1106241.47,1757034.821992
2020-12-31,1.5337,1.5523,1.42,1.5073,2169627.35,1609459199999000000,3244558.10504,28938,1044003.01,1562137.452862
2021-01-01,1.5088,1.86,1.499,1.8421,4421991.45,1609545599999000000,7454786.751421,55297,2245799.78,3786558.94633
2021-01-02,1.8421,2.0,1.7116,1.7999,5253819.62,1609631999999000000,9557980.687576,66430,2823436.79,5138509.116142
2021-01-03,1.7998,2.38,1.7973,2.1779,8318341.13,1609718399999000000,17482673.121984,113481,4234769.76,8925287.220955
2021-01-04,2.1789,2.4989,1.86,2.4909,7800814.8,1609804799999000000,17263517.831706,122009,4012884.1,8935782.996058
2021-01-05,2.4911,2.5093,2.0621,2.1636,6702006.99,1609891199999000000,15133557.770003,102299,3156689.79,7157811.062655
2021-01-06,2.1636,2.189,1.9017,1.9414,8451529.47,1609977599999000000,17221696.084861,88678,3594065.46,7342479.159203
2021-01-07,1.9404,2.65,1.9214,2.3635,30861006.24,1610063999999000000,70874327.568453,271878,16442161.48,37873764.633079
2021-01-08,2.3655,3.8,2.175,3.2214,29866396.67,1610150399999000000,88937219.791137,221673,15326054.47,45285859.111807
2021-01-09,3.212,3.6998,2.93,3.3829,9881188.65,1610236799999000000,32398842.926319,109729,5107947.6,16773576.984372
2021-01-10,3.3734,3.7517,3.1556,3.449,5819813.51,1610323199999000000,19820052.059074,70395,2974378.74,10115504.612912
2021-01-11,3.4455,3.5282,2.5795,3.1016,8755693.07,1610409599999000000,26127396.636161,93075,4464491.8,13367837.212768
2021-01-12,3.1016,3.88,3.058,3.6354,7075911.68,1610495999999000000,24684774.366721,155651,3589655.74,12527196.514783
2021-01-13,3.6354,3.637,3.2633,3.5242,5123655.8,1610582399999000000,17689395.168177,99621,2399232.88,8278207.080563
2021-01-14,3.5243,3.5955,3.1814,3.2921,6422109.73,1610668799999000000,21634400.518985,96919,2874540.06,9683987.799833
2021-01-15,3.2921,3.4489,2.9618,3.2475,4812542.83,1610755199999000000,15747506.379938,74648,2344209.16,7689693.685132
2021-01-16,3.2479,3.7081,3.2463,3.4247,8562549.63,1610841599999000000,29411668.953917,124687,4373093.87,15055993.841166
2021-01-17,3.4251,3.9876,3.3,3.8268,8531899.81,1610927999999000000,31265663.121215,105174,4130508.62,15196205.708536
2021-01-18,3.8243,4.17,3.6167,3.7868,6226924.77,1611014399999000000,24245044.142963,78131,3026180.84,11790356.669874
2021-01-19,3.7873,4.0498,3.6,3.6287,4768719.77,1611100799999000000,18206626.785967,64919,2296602.21,8774318.879331
2021-01-20,3.6288,3.7413,3.34,3.7166,4801640.28,1611187199999000000,17069848.358915,74604,1932023.51,6889066.213538
2021-01-21,3.7199,3.7411,2.9717,2.9899,4385838.62,1611273599999000000,14737145.437248,60540,1969558.82,6631085.154938
2021-01-22,2.9893,3.4992,2.5295,3.3352,6481502.65,1611359999999000000,20052814.354677,83968,3116221.55,9669577.997652
2021-01-23,3.3302,3.6,3.3056,3.5079,2269454.7,1611446399999000000,7924853.012163,33884,1215667.11,4248640.731855
2021-01-24,3.5018,3.79,3.4781,3.6278,2457759.67,1611532799999000000,8934610.122345,32628,1200054.56,4371307.3444
2021-01-25,3.6287,3.9928,3.4398,3.7038,6791542.33,1611619199999000000,24997969.213301,82263,3317737.42,12228221.988009
2021-01-26,3.7036,4.097,3.6478,4.041,6618303.9,1611705599999000000,25778078.437092,75426,3482541.2,13582120.326558
2021-01-27,4.0418,4.0422,3.5114,3.675,2491757.82,1611791999999000000,9309018.959412,38794,1151705.71,4306099.296048
2021-01-28,3.664,3.96,3.6,3.81,2055425.01,1611878399999000000,7853439.524328,33822,1055600.91,4037852.524404
2021-01-29,3.8092,3.912,3.6,3.8293,2992168.86,1611964799999000000,11255370.836075,42872,1516015.16,5705753.913583
2021-01-30,3.8301,4.3179,3.7667,4.228,3944655.04,1612051199999000000,15975662.223064,61647,2127339.63,8615904.428315
2021-01-31,4.228,4.805,4.154,4.2525,5438870.48,1612137599999000000,24123927.24661,94648,2812948.97,12497054.911005
2021-02-01,4.2568,4.617,4.1075,4.6148,2097052.47,1612223999999000000,9013963.451821,43670,1011023.67,4351778.620009
2021-02-02,4.6148,5.4026,4.4632,5.2331,5278922.61,1612310399999000000,26689709.64986,107720,2753210.84,13896054.071791
2021-02-03,5.243,5.783,5.0513,5.7311,3977458.72,1612396799999000000,21574159.897548,79473,2105065.38,11425990.8692
2021-02-04,5.7339,6.5426,5.5676,6.4085,5609382.39,1612483199999000000,33394633.201873,102732,2314301.12,13795465.690298
2021-02-05,6.4181,7.1438,6.4086,6.7005,4235525.49,1612569599999000000,28683157.531563,95696,2243646.54,15188188.634288
2021-02-06,6.7001,6.8181,5.7,6.1225,5040208.25,1612655999999000000,30867026.916009,112912,2300328.92,14107341.638315
2021-02-07,6.1219,6.8807,5.75,6.6976,5111066.89,1612742399999000000,32805036.405193,100168,2688852.11,17292705.188776
2021-02-08,6.6931,8.078,6.4554,7.855,6719151.08,1612828799999000000,49942119.465461,119254,3375782.35,25078909.82784
2021-02-09,7.8651,8.4945,7.55,7.8005,4803489.37,1612915199999000000,38293809.125972,92202,2515176.91,20094486.646831
2021-02-10,7.8005,9.09,7.26,9.09,4419421.79,1613001599999000000,36539932.533117,103167,2276920.28,18846045.065613
2021-02-11,9.0897,9.7425,8.72,9.2004,5694878.77,1613087999999000000,52587971.716616,123562,2734762.93,25254896.235974
2021-02-12,9.2058,9.93,9.0353,9.2,2867258.84,1613174399999000000,27168226.830558,74162,1373932.34,13023384.467748
2021-02-13,9.2007,9.5117,8.658,8.7441,3487478.68,1613260799999000000,31507609.162436,80835,1544045.9,13974106.856358
2021-02-14,8.7448,9.23,8.5293,8.7158,2889949.04,1613347199999000000,25413161.64747,72201,1338145.4,11766501.368419
2021-02-15,8.7234,9.38,7.7,8.8516,3424896.19,1613433599999000000,29417065.029097,74311,1674730.11,14428120.903882
2021-02-16,8.866,9.0,7.9601,8.3002,2257217.69,1613519999999000000,19153014.48074,49157,1033564.66,8772332.427462
2021-02-17,8.3035,8.45,7.5182,8.2357,3331645.44,1613606399999000000,26819100.252406,71460,1361489.02,10948685.424619
2021-02-18,8.2412,9.32,8.23,8.9771,2479859.19,1613692799999000000,21998195.017925,63813,1190009.48,10547463.799125
2021-02-19,8.988,11.85,8.5257,11.4912,7106323.06,1613779199999000000,72459294.279835,170333,3382306.81,34635505.523279
2021-02-20,11.4845,11.8327,9.754,9.9869,4731324.37,1613865599999000000,50507984.938603,110824,2350233.79,25151866.665628
2021-02-21,9.9849,11.6707,9.8101,11.0753,3694265.15,1613951999999000000,39855306.180938,92042,1857032.87,20052232.439752
2021-02-22,11.0738,14.8,9.1,14.4191,14711670.8,1614038399999000000,169938699.228894,307004,7451304.28,85805783.022519
2021-02-23,14.4176,15.8888,11.47,15.2244,24306320.76,1614124799999000000,343036326.062575,548657,11887287.46,167776263.139374
2021-02-24,15.2389,18.2052,14.7917,17.1691,10777544.75,1614211199999000000,177956628.838101,248041,5595243.98,92461306.997563
2021-02-25,17.1745,17.69,13.6579,13.8442,9520373.92,1614297599999000000,151275933.818703,210627,4851015.2,77197221.439295
2021-02-26,13.8565,15.5083,13.1,13.5962,8029513.17,1614383999999000000,113366684.183196,188509,3969929.95,56090649.271344
2021-02-27,13.5864,14.8359,13.01,13.1916,6232463.19,1614470399999000000,86421910.083089,166289,3090805.34,42877788.449485
2021-02-28,13.1853,13.7739,11.417,13.0887,7231344.75,1614556799999000000,90254864.658408,181689,3640193.55,45427145.402293
2021-03-01,13.08,15.5469,13.0102,14.9855,5511248.26,1614643199999000000,80299278.758967,155523,2825774.63,41171976.298422
2021-03-02,14.9989,15.25,13.3544,13.9438,4128426.11,1614729599999000000,58918570.783889,111524,2083806.42,29627020.122104
2021-03-03,13.9546,14.738,13.7018,14.0742,3277327.93,1614815999999000000,46641795.220439,96740,1609658.78,22905838.537247
2021-03-04,14.0936,14.2737,12.736,13.0508,2764372.37,1614902399999000000,37143577.894612,75817,1365819.49,18333238.806363
2021-03-05,13.0649,13.0992,12.1251,12.5382,2069391.25,1614988799999000000,25992581.667972,58681,1009368.94,12691982.171562
2021-03-06,12.5507,13.31,11.9,13.0421,3061674.23,1615075199999000000,38310955.352192,89887,1441561.65,18052284.496175
2021-03-07,13.0443,14.014,12.7049,13.8174,2999418.25,1615161599999000000,40433938.28287,85302,1313488.13,17694072.39671
2021-03-08,13.8174,13.906,12.996,13.6028,2116684.52,1615247999999000000,28420084.283378,63521,1082181.79,14530451.796885
2021-03-09,13.608,14.9921,13.1985,14.839,2594490.9,1615334399999000000,36980232.038198,73810,1245908.33,17786513.457148
2021-03-10,14.85,15.2118,14.0525,14.2048,1943926.1,1615420799999000000,28288700.219665,60520,1029288.23,14987729.153647
2021-03-11,14.2011,16.3222,13.67,16.031,4125742.57,1615507199999000000,61653754.148963,103981,2036854.0,30482899.947487
2021-03-12,16.0519,16.5,14.0803,14.5597,3678388.38,1615593599999000000,56522592.893258,110363,1817303.63,27974238.736175
2021-03-13,14.5532,15.4072,13.8439,15.3033,2632320.37,1615679999999000000,38570674.500294,74627,1275402.31,18719205.969346
2021-03-14,15.2902,15.376,14.3399,14.4605,1750244.94,1615766399999000000,25743993.252414,57342,914537.37,13455091.985917
2021-03-15,14.461,14.8214,13.6179,14.1577,2020949.93,1615852799999000000,28644014.169331,63118,950870.01,13481903.584315
2021-03-16,14.1586,14.2933,13.1389,13.6392,2501657.49,1615939199999000000,34213686.415383,74993,1171250.36,16027147.199211
2021-03-17,13.6379,14.2685,13.0326,14.2018,1703006.56,1616025599999000000,23249828.712251,56596,860461.25,11743847.390212
2021-03-18,14.1987,14.75,13.957,14.204,1576671.71,1616111999999000000,22525364.901113,53867,785243.5,11216730.909786
2021-03-19,14.2153,14.4883,13.8554,14.1552,1461762.29,1616198399999000000,20715848.138351,46881,711714.61,10087102.709397
2021-03-20,14.1588,14.9793,14.09,14.1894,1393209.56,1616284799999000000,20257722.910337,52559,714844.73,10400994.407193
